case_id	feature	gene_name
PAPLSD	emt.POS.8	emt
PAPTFZ	emt.NEG.6	emt
PAPTLV	emt.POS.17	emt
PAPVRN	emt.POS.7	emt
PAKZRH	emt.POS.2	emt
PANZRV	emt.NEG.5	emt
PAPICY	emt.NEG.2	emt
PAPTDH	emt.POS.14	emt
PARFRE	emt.NEG.6	emt
PARJVP	emt.NEG.7	emt
PARNNC	emt.POS.8	emt
PARZHA	emt.NEG.10	emt
PASCFC	emt.NEG.11	emt
PASCTR	emt.POS.4	emt
PASJZC	emt.NEG.3	emt
PASMDM	emt.POS.9	emt
PASNML	emt.NEG.14	emt
PASPBZ	emt.NEG.9	emt
PASUML	emt.NEG.6	emt
PASZKE	emt.NEG.8	emt
PATAYJ	emt.NEG.6	emt
PATGJU	emt.POS.9	emt
PATHKB	emt.NEG.11	emt
PASGAP	emt.POS.11	emt
PASHFA	emt.POS.9	emt
PARBAJ	emt.POS.12	emt
PARHAM	emt.POS.6	emt
PASNPG	emt.NEG.3	emt
PASYPX	emt.NEG.10	emt
PATYIL	emt.NEG.8	emt
PAUDDK	emt.POS.16	emt
PALNVP	emt.NEG.3	emt
PALXTB	emt.NEG.2	emt
PAMNLH	emt.NEG.14	emt
PANNMS	emt.NEG.8	emt
PAPEAV	emt.NEG.4	emt
PAISNS	emt.POS.7	emt
PASNEF	emt.NEG.15	emt
PASSRN	emt.POS.9	emt
PASWIJ	emt.POS.7	emt
PATDXC	emt.POS.3	emt
PALBFW	g2m.NEG.18	g2m
PALWVJ	g2m.POS.9	g2m
PALETP	g2m.POS.2	g2m
PALIIN	g2m.POS.12	g2m
PALKUC	g2m.NEG.7	g2m
PALUYS	g2m.POS.9	g2m
PALVKK	g2m.NEG.17	g2m
PAMBMJ	g2m.POS.12	g2m
PALZZV	g2m.POS.17	g2m
PAMEZH	g2m.NEG.12	g2m
PAMMXF	g2m.POS.6	g2m
PAMVRA	g2m.POS.13	g2m
PANBJH	g2m.POS.10	g2m
PAMZMG	g2m.POS.9	g2m
PANBSP	g2m.POS.5	g2m
PANUKV	g2m.POS.15	g2m
PANYGR	g2m.POS.15	g2m
PAPBGH	g2m.POS.12	g2m
PAPKWN	g2m.POS.5	g2m
PAIVHE	g2m.NEG.2	g2m
PAITEG	g2m.NEG.15	g2m
PAKYZS	g2m.NEG.19	g2m
PAITCI	g2m.NEG.9	g2m
PAPEFE	g2m.NEG.3	g2m
PAIXIF	g2m.NEG.12	g2m
PALCBW	g2m.NEG.17	g2m
PALTEG	g2m.POS.4	g2m
PAMYCE	g2m.NEG.6	g2m
PAMZGT	g2m.POS.6	g2m
PANGXK	g2m.NEG.16	g2m
PANJLH	g2m.NEG.15	g2m
PANKFE	g2m.NEG.19	g2m
PANZPV	g2m.NEG.15	g2m
PANZVU	g2m.POS.1	g2m
PAPBZI	g2m.POS.6	g2m
PANBMJ	g2m.NEG.11	g2m
PAPHPE	g2m.NEG.17	g2m
PAIPGU	g2m.POS.9	g2m
PALEVG	g2m.POS.6	g2m
PANRHJ	g2m.POS.6	g2m
PAPUAR	g2m.POS.10	g2m
PAPUEB	g2m.POS.14	g2m
PAPUNH	g2m.POS.9	g2m
PAPZYP	g2m.POS.14	g2m
PARACM	g2m.NEG.15	g2m
PANRRW	g2m.NEG.17	g2m
PANLET	g2m.POS.8	g2m
PANRVJ	g2m.NEG.17	g2m
PANSBN	g2m.NEG.15	g2m
PANUIF	g2m.NEG.16	g2m
PANWRR	g2m.NEG.5	g2m
PAPBJE	g2m.POS.1	g2m
PAPCTS	g2m.POS.5	g2m
PAPKXS	g2m.POS.11	g2m
PAPTAN	g2m.NEG.9	g2m
PAPTCR	g2m.NEG.17	g2m
PAPUWY	g2m.POS.13	g2m
PAPVFD	g2m.POS.8	g2m
PAPVXS	g2m.POS.11	g2m
PAPZYZ	g2m.POS.5	g2m
PARACS	g2m.NEG.6	g2m
PARAMT	g2m.POS.1	g2m
PARBGP	g2m.POS.8	g2m
PARDIW	g2m.NEG.5	g2m
PARFWB	g2m.POS.16	g2m
PARDCK	g2m.NEG.18	g2m
PARGKK	g2m.NEG.16	g2m
PARKGJ	g2m.POS.8	g2m
PARSBI	g2m.NEG.7	g2m
PAIFXV	g2m.NEG.18	g2m
PARVLK	g2m.NEG.14	g2m
PARYNK	g2m.POS.13	g2m
PARZIP	g2m.NEG.4	g2m
PASEGA	g2m.POS.2	g2m
PASFGG	g2m.POS.11	g2m
PASGUT	g2m.POS.4	g2m
PASMJG	g2m.NEG.17	g2m
PASMNT	g2m.POS.9	g2m
PASNZU	g2m.POS.14	g2m
PASPER	g2m.NEG.13	g2m
PASRFS	g2m.NEG.8	g2m
PASSRS	g2m.POS.9	g2m
PASTCN	g2m.POS.10	g2m
PASTKC	g2m.NEG.12	g2m
PASUCB	g2m.POS.15	g2m
PASUYG	g2m.POS.16	g2m
PASVRU	g2m.POS.11	g2m
PASWFB	g2m.POS.15	g2m
PASWVY	g2m.POS.8	g2m
PASXGP	g2m.POS.5	g2m
PASZPI	g2m.POS.8	g2m
PATDWN	g2m.POS.5	g2m
PATDXG	g2m.POS.16	g2m
PATEKG	g2m.NEG.19	g2m
PATEPF	g2m.POS.12	g2m
PATESI	g2m.POS.16	g2m
PATFCY	g2m.POS.10	g2m
PATFXV	g2m.POS.15	g2m
PATHVK	g2m.POS.11	g2m
PATINJ	g2m.POS.10	g2m
PANXJL	g2m.NEG.16	g2m
PAPLSD	g2m.POS.3	g2m
PAPTFZ	g2m.POS.12	g2m
PAPTLV	g2m.NEG.5	g2m
PAPVRN	g2m.NEG.16	g2m
PAKZRH	g2m.NEG.3	g2m
PANZRV	g2m.POS.3	g2m
PAPICY	g2m.NEG.17	g2m
PAPTDH	g2m.NEG.3	g2m
PARFRE	g2m.POS.16	g2m
PARJVP	g2m.POS.3	g2m
PARNNC	g2m.NEG.12	g2m
PARZHA	g2m.POS.8	g2m
PASCFC	g2m.NEG.14	g2m
PASCTR	g2m.POS.15	g2m
PASJZC	g2m.NEG.12	g2m
PASMDM	g2m.NEG.17	g2m
PASNML	g2m.POS.11	g2m
PASPBZ	g2m.POS.11	g2m
PASUML	g2m.NEG.12	g2m
PASZKE	g2m.NEG.12	g2m
PATAYJ	g2m.POS.9	g2m
PATGJU	g2m.NEG.18	g2m
PATHKB	g2m.POS.10	g2m
PASGAP	g2m.NEG.17	g2m
PASHFA	g2m.POS.4	g2m
PARBAJ	g2m.NEG.10	g2m
PARHAM	g2m.NEG.8	g2m
PASNPG	g2m.POS.12	g2m
PASYPX	g2m.POS.18	g2m
PATYIL	g2m.POS.5	g2m
PAUDDK	g2m.NEG.10	g2m
PALNVP	g2m.NEG.14	g2m
PALXTB	g2m.NEG.17	g2m
PAMNLH	g2m.POS.7	g2m
PANNMS	g2m.POS.14	g2m
PAPEAV	g2m.POS.13	g2m
PAISNS	g2m.POS.16	g2m
PASNEF	g2m.POS.10	g2m
PASSRN	g2m.NEG.15	g2m
PASWIJ	g2m.NEG.5	g2m
PATDXC	g2m.POS.9	g2m
PALBFW	hh.POS.6	hh
PALWVJ	hh.NEG.1	hh
PALETP	hh.NEG.7	hh
PALIIN	hh.POS.1	hh
PALKUC	hh.POS.2	hh
PALUYS	hh.POS.8	hh
PALVKK	hh.POS.1	hh
PAMBMJ	hh.POS.3	hh
PALZZV	hh.NEG.9	hh
PAMEZH	hh.POS.7	hh
PAMMXF	hh.NEG.2	hh
PAMVRA	hh.POS.3	hh
PANBJH	hh.POS.1	hh
PAMZMG	hh.POS.4	hh
PANBSP	hh.NEG.5	hh
PANUKV	hh.NEG.6	hh
PANYGR	hh.POS.2	hh
PAPBGH	hh.NEG.6	hh
PAPKWN	hh.NEG.2	hh
PAIVHE	hh.ZERO	hh
PAITEG	hh.NEG.2	hh
PAKYZS	hh.POS.8	hh
PAITCI	hh.NEG.3	hh
PAPEFE	hh.NEG.5	hh
PAIXIF	hh.OUTLIER	hh
PALCBW	hh.POS.6	hh
PALTEG	hh.POS.1	hh
PAMYCE	hh.POS.5	hh
PAMZGT	hh.POS.2	hh
PANGXK	hh.POS.1	hh
PANJLH	hh.NEG.5	hh
PANKFE	hh.POS.6	hh
PANZPV	hh.POS.5	hh
PANZVU	hh.POS.4	hh
PAPBZI	hh.POS.7	hh
PANBMJ	hh.NEG.8	hh
PAPHPE	hh.NEG.2	hh
PAIPGU	hh.NEG.1	hh
PALEVG	hh.POS.2	hh
PANRHJ	hh.NEG.3	hh
PAPUAR	hh.NEG.3	hh
PAPUEB	hh.NEG.9	hh
PAPUNH	hh.NEG.2	hh
PAPZYP	hh.NEG.4	hh
PARACM	hh.POS.4	hh
PANRRW	hh.POS.4	hh
PANLET	hh.NEG.9	hh
PANRVJ	hh.NEG.2	hh
PANSBN	hh.NEG.4	hh
PANUIF	hh.POS.4	hh
PANWRR	hh.NEG.4	hh
PAPBJE	hh.POS.4	hh
PAPCTS	hh.NEG.2	hh
PAPKXS	hh.NEG.2	hh
PAPTAN	hh.POS.3	hh
PAPTCR	hh.POS.1	hh
PAPUWY	hh.NEG.5	hh
PAPVFD	hh.NEG.2	hh
PAPVXS	hh.NEG.14	hh
PAPZYZ	hh.NEG.2	hh
PARACS	hh.POS.2	hh
PARAMT	hh.NEG.2	hh
PARBGP	hh.NEG.3	hh
PARDIW	hh.NEG.8	hh
PARFWB	hh.ZERO	hh
PARDCK	hh.NEG.2	hh
PARGKK	hh.POS.3	hh
PARKGJ	hh.NEG.9	hh
PARSBI	hh.NEG.8	hh
PAIFXV	hh.POS.4	hh
PARVLK	hh.NEG.2	hh
PARYNK	hh.NEG.5	hh
PARZIP	hh.NEG.2	hh
PASEGA	hh.NEG.2	hh
PASFGG	hh.NEG.13	hh
PASGUT	hh.NEG.1	hh
PASMJG	hh.NEG.1	hh
PASMNT	hh.NEG.8	hh
PASNZU	hh.NEG.8	hh
PASPER	hh.NEG.4	hh
PASRFS	hh.NEG.4	hh
PASSRS	hh.NEG.7	hh
PASTCN	hh.NEG.5	hh
PASTKC	hh.POS.1	hh
PASUCB	hh.NEG.7	hh
PASUYG	hh.NEG.8	hh
PASVRU	hh.NEG.3	hh
PASWFB	hh.POS.2	hh
PASWVY	hh.NEG.7	hh
PASXGP	hh.POS.2	hh
PASZPI	hh.NEG.7	hh
PATDWN	hh.NEG.5	hh
PATDXG	hh.NEG.9	hh
PATEKG	hh.POS.4	hh
PATEPF	hh.POS.2	hh
PATESI	hh.POS.2	hh
PATFCY	hh.NEG.1	hh
PATFXV	hh.NEG.4	hh
PATHVK	hh.NEG.3	hh
PATINJ	hh.NEG.2	hh
PANXJL	hh.NEG.3	hh
PAPLSD	hh.NEG.3	hh
PAPTFZ	hh.NEG.5	hh
PAPTLV	hh.POS.1	hh
PAPVRN	hh.POS.5	hh
PAKZRH	hh.NEG.4	hh
PANZRV	hh.OUTLIER	hh
PAPICY	hh.POS.4	hh
PAPTDH	hh.OUTLIER	hh
PARFRE	hh.NEG.3	hh
PARJVP	hh.OUTLIER	hh
PARNNC	hh.POS.4	hh
PARZHA	hh.POS.3	hh
PASCFC	hh.POS.7	hh
PASCTR	hh.POS.1	hh
PASJZC	hh.POS.7	hh
PASMDM	hh.POS.2	hh
PASNML	hh.POS.8	hh
PASPBZ	hh.POS.8	hh
PASUML	hh.POS.7	hh
PASZKE	hh.POS.1	hh
PATAYJ	hh.POS.6	hh
PATGJU	hh.POS.8	hh
PATHKB	hh.POS.7	hh
PASGAP	hh.POS.4	hh
PASHFA	hh.NEG.9	hh
PARBAJ	hh.POS.4	hh
PARHAM	hh.POS.5	hh
PASNPG	hh.POS.3	hh
PASYPX	hh.NEG.5	hh
PATYIL	hh.POS.8	hh
PAUDDK	hh.POS.4	hh
PALNVP	hh.POS.8	hh
PALXTB	hh.POS.8	hh
PAMNLH	hh.POS.2	hh
PANNMS	hh.POS.5	hh
PAPEAV	hh.POS.2	hh
PAISNS	hh.OUTLIER	hh
PASNEF	hh.NEG.8	hh
PASSRN	hh.NEG.2	hh
PASWIJ	hh.NEG.2	hh
PATDXC	hh.POS.1	hh
PALBFW	hypoxia.POS.3	hypoxia
PALWVJ	hypoxia.POS.7	hypoxia
PALETP	hypoxia.NEG.3	hypoxia
PALIIN	hypoxia.NEG.3	hypoxia
PALKUC	hypoxia.POS.13	hypoxia
PALUYS	hypoxia.NEG.2	hypoxia
PALVKK	hypoxia.POS.10	hypoxia
PAMBMJ	hypoxia.NEG.4	hypoxia
PALZZV	hypoxia.NEG.12	hypoxia
PAMEZH	hypoxia.POS.4	hypoxia
PAMMXF	hypoxia.POS.2	hypoxia
PAMVRA	hypoxia.NEG.4	hypoxia
PANBJH	hypoxia.NEG.11	hypoxia
PAMZMG	hypoxia.POS.2	hypoxia
PANBSP	hypoxia.NEG.7	hypoxia
PANUKV	hypoxia.NEG.9	hypoxia
PANYGR	hypoxia.NEG.6	hypoxia
PAPBGH	hypoxia.NEG.5	hypoxia
PAPKWN	hypoxia.POS.7	hypoxia
PAIVHE	hypoxia.POS.10	hypoxia
PAITEG	hypoxia.OUTLIER	hypoxia
PAKYZS	hypoxia.POS.10	hypoxia
PAITCI	hypoxia.POS.6	hypoxia
PAPEFE	hypoxia.NEG.2	hypoxia
PAIXIF	hypoxia.POS.13	hypoxia
PALCBW	hypoxia.POS.10	hypoxia
PALTEG	hypoxia.POS.9	hypoxia
PAMYCE	hypoxia.POS.2	hypoxia
PAMZGT	hypoxia.POS.10	hypoxia
PANGXK	hypoxia.POS.11	hypoxia
PANJLH	hypoxia.POS.8	hypoxia
PANKFE	hypoxia.POS.9	hypoxia
PANZPV	hypoxia.NEG.1	hypoxia
PANZVU	hypoxia.NEG.9	hypoxia
PAPBZI	hypoxia.NEG.4	hypoxia
PANBMJ	hypoxia.ZERO	hypoxia
PAPHPE	hypoxia.NEG.8	hypoxia
PAIPGU	hypoxia.POS.4	hypoxia
PALEVG	hypoxia.NEG.5	hypoxia
PANRHJ	hypoxia.POS.4	hypoxia
PAPUAR	hypoxia.NEG.11	hypoxia
PAPUEB	hypoxia.NEG.11	hypoxia
PAPUNH	hypoxia.NEG.8	hypoxia
PAPZYP	hypoxia.POS.8	hypoxia
PARACM	hypoxia.NEG.2	hypoxia
PANRRW	hypoxia.NEG.6	hypoxia
PANLET	hypoxia.NEG.10	hypoxia
PANRVJ	hypoxia.POS.2	hypoxia
PANSBN	hypoxia.POS.9	hypoxia
PANUIF	hypoxia.POS.9	hypoxia
PANWRR	hypoxia.NEG.6	hypoxia
PAPBJE	hypoxia.OUTLIER	hypoxia
PAPCTS	hypoxia.NEG.5	hypoxia
PAPKXS	hypoxia.NEG.10	hypoxia
PAPTAN	hypoxia.POS.12	hypoxia
PAPTCR	hypoxia.POS.11	hypoxia
PAPUWY	hypoxia.NEG.4	hypoxia
PAPVFD	hypoxia.NEG.11	hypoxia
PAPVXS	hypoxia.POS.1	hypoxia
PAPZYZ	hypoxia.POS.11	hypoxia
PARACS	hypoxia.ZERO	hypoxia
PARAMT	hypoxia.NEG.7	hypoxia
PARBGP	hypoxia.NEG.11	hypoxia
PARDIW	hypoxia.NEG.11	hypoxia
PARFWB	hypoxia.NEG.8	hypoxia
PARDCK	hypoxia.NEG.1	hypoxia
PARGKK	hypoxia.POS.2	hypoxia
PARKGJ	hypoxia.POS.11	hypoxia
PARSBI	hypoxia.POS.8	hypoxia
PAIFXV	hypoxia.POS.8	hypoxia
PARVLK	hypoxia.POS.8	hypoxia
PARYNK	hypoxia.NEG.7	hypoxia
PARZIP	hypoxia.NEG.10	hypoxia
PASEGA	hypoxia.NEG.5	hypoxia
PASFGG	hypoxia.NEG.8	hypoxia
PASGUT	hypoxia.NEG.10	hypoxia
PASMJG	hypoxia.POS.10	hypoxia
PASMNT	hypoxia.NEG.11	hypoxia
PASNZU	hypoxia.NEG.6	hypoxia
PASPER	hypoxia.NEG.11	hypoxia
PASRFS	hypoxia.NEG.13	hypoxia
PASSRS	hypoxia.NEG.11	hypoxia
PASTCN	hypoxia.NEG.7	hypoxia
PASTKC	hypoxia.POS.2	hypoxia
PASUCB	hypoxia.NEG.8	hypoxia
PASUYG	hypoxia.NEG.2	hypoxia
PASVRU	hypoxia.POS.5	hypoxia
PASWFB	hypoxia.NEG.6	hypoxia
PASWVY	hypoxia.NEG.8	hypoxia
PASXGP	hypoxia.NEG.11	hypoxia
PASZPI	hypoxia.POS.2	hypoxia
PATDWN	hypoxia.NEG.6	hypoxia
PATDXG	hypoxia.POS.2	hypoxia
PATEKG	hypoxia.POS.8	hypoxia
PATEPF	hypoxia.NEG.1	hypoxia
PATESI	hypoxia.NEG.3	hypoxia
PATFCY	hypoxia.NEG.10	hypoxia
PATFXV	hypoxia.NEG.3	hypoxia
PATHVK	hypoxia.POS.1	hypoxia
PATINJ	hypoxia.NEG.11	hypoxia
PANXJL	hypoxia.POS.13	hypoxia
PAPLSD	hypoxia.NEG.1	hypoxia
PAPTFZ	hypoxia.NEG.5	hypoxia
PAPTLV	hypoxia.POS.8	hypoxia
PAPVRN	hypoxia.POS.10	hypoxia
PAKZRH	hypoxia.POS.1	hypoxia
PANZRV	hypoxia.NEG.5	hypoxia
PAPICY	hypoxia.NEG.1	hypoxia
PAPTDH	hypoxia.POS.12	hypoxia
PARFRE	hypoxia.NEG.9	hypoxia
PARJVP	hypoxia.NEG.8	hypoxia
PARNNC	hypoxia.POS.1	hypoxia
PARZHA	hypoxia.NEG.7	hypoxia
PASCFC	hypoxia.NEG.9	hypoxia
PASCTR	hypoxia.POS.3	hypoxia
PASJZC	hypoxia.NEG.6	hypoxia
PASMDM	hypoxia.POS.6	hypoxia
PASNML	hypoxia.NEG.11	hypoxia
PASPBZ	hypoxia.POS.4	hypoxia
PASUML	hypoxia.NEG.4	hypoxia
PASZKE	hypoxia.NEG.9	hypoxia
PATAYJ	hypoxia.NEG.10	hypoxia
PATGJU	hypoxia.POS.3	hypoxia
PATHKB	hypoxia.NEG.6	hypoxia
PASGAP	hypoxia.POS.11	hypoxia
PASHFA	hypoxia.POS.3	hypoxia
PARBAJ	hypoxia.NEG.2	hypoxia
PARHAM	hypoxia.NEG.1	hypoxia
PASNPG	hypoxia.POS.1	hypoxia
PASYPX	hypoxia.NEG.7	hypoxia
PATYIL	hypoxia.POS.6	hypoxia
PAUDDK	hypoxia.POS.11	hypoxia
PALNVP	hypoxia.POS.6	hypoxia
PALXTB	hypoxia.POS.4	hypoxia
PAMNLH	hypoxia.NEG.1	hypoxia
PANNMS	hypoxia.NEG.2	hypoxia
PAPEAV	hypoxia.POS.2	hypoxia
PAISNS	hypoxia.POS.8	hypoxia
PASNEF	hypoxia.NEG.10	hypoxia
PASSRN	hypoxia.NEG.2	hypoxia
PASWIJ	hypoxia.NEG.9	hypoxia
PATDXC	hypoxia.POS.2	hypoxia
PALBFW	mtor.NEG.11	mtor
PALWVJ	mtor.POS.11	mtor
PALETP	mtor.ZERO	mtor
PALIIN	mtor.POS.7	mtor
PALKUC	mtor.ZERO	mtor
PALUYS	mtor.POS.2	mtor
PALVKK	mtor.POS.2	mtor
PAMBMJ	mtor.NEG.8	mtor
PALZZV	mtor.POS.2	mtor
PAMEZH	mtor.NEG.2	mtor
PAMMXF	mtor.NEG.6	mtor
PAMVRA	mtor.POS.11	mtor
PANBJH	mtor.NEG.7	mtor
PAMZMG	mtor.ZERO	mtor
PANBSP	mtor.POS.2	mtor
PANUKV	mtor.POS.7	mtor
PANYGR	mtor.POS.11	mtor
PAPBGH	mtor.POS.4	mtor
PAPKWN	mtor.POS.7	mtor
PAIVHE	mtor.POS.1	mtor
PAITEG	mtor.POS.11	mtor
PAKYZS	mtor.NEG.6	mtor
PAITCI	mtor.POS.8	mtor
PAPEFE	mtor.NEG.4	mtor
PAIXIF	mtor.POS.5	mtor
PALCBW	mtor.POS.6	mtor
PALTEG	mtor.POS.3	mtor
PAMYCE	mtor.NEG.12	mtor
PAMZGT	mtor.NEG.1	mtor
PANGXK	mtor.NEG.3	mtor
PANJLH	mtor.NEG.3	mtor
PANKFE	mtor.NEG.7	mtor
PANZPV	mtor.NEG.11	mtor
PANZVU	mtor.POS.6	mtor
PAPBZI	mtor.NEG.4	mtor
PANBMJ	mtor.NEG.6	mtor
PAPHPE	mtor.NEG.3	mtor
PAIPGU	mtor.POS.3	mtor
PALEVG	mtor.POS.1	mtor
PANRHJ	mtor.POS.4	mtor
PAPUAR	mtor.NEG.6	mtor
PAPUEB	mtor.NEG.1	mtor
PAPUNH	mtor.POS.1	mtor
PAPZYP	mtor.POS.6	mtor
PARACM	mtor.NEG.7	mtor
PANRRW	mtor.NEG.11	mtor
PANLET	mtor.NEG.8	mtor
PANRVJ	mtor.NEG.12	mtor
PANSBN	mtor.NEG.2	mtor
PANUIF	mtor.NEG.7	mtor
PANWRR	mtor.NEG.12	mtor
PAPBJE	mtor.POS.4	mtor
PAPCTS	mtor.POS.2	mtor
PAPKXS	mtor.NEG.6	mtor
PAPTAN	mtor.POS.3	mtor
PAPTCR	mtor.NEG.2	mtor
PAPUWY	mtor.NEG.2	mtor
PAPVFD	mtor.NEG.4	mtor
PAPVXS	mtor.POS.7	mtor
PAPZYZ	mtor.POS.6	mtor
PARACS	mtor.NEG.7	mtor
PARAMT	mtor.POS.3	mtor
PARBGP	mtor.NEG.2	mtor
PARDIW	mtor.NEG.10	mtor
PARFWB	mtor.POS.6	mtor
PARDCK	mtor.NEG.3	mtor
PARGKK	mtor.NEG.4	mtor
PARKGJ	mtor.POS.10	mtor
PARSBI	mtor.NEG.6	mtor
PAIFXV	mtor.NEG.6	mtor
PARVLK	mtor.POS.1	mtor
PARYNK	mtor.POS.1	mtor
PARZIP	mtor.NEG.11	mtor
PASEGA	mtor.NEG.8	mtor
PASFGG	mtor.POS.3	mtor
PASGUT	mtor.NEG.11	mtor
PASMJG	mtor.POS.7	mtor
PASMNT	mtor.NEG.2	mtor
PASNZU	mtor.NEG.1	mtor
PASPER	mtor.NEG.14	mtor
PASRFS	mtor.NEG.12	mtor
PASSRS	mtor.NEG.11	mtor
PASTCN	mtor.NEG.7	mtor
PASTKC	mtor.NEG.5	mtor
PASUCB	mtor.POS.1	mtor
PASUYG	mtor.NEG.1	mtor
PASVRU	mtor.POS.2	mtor
PASWFB	mtor.POS.2	mtor
PASWVY	mtor.NEG.5	mtor
PASXGP	mtor.NEG.2	mtor
PASZPI	mtor.NEG.2	mtor
PATDWN	mtor.NEG.10	mtor
PATDXG	mtor.OUTLIER	mtor
PATEKG	mtor.POS.4	mtor
PATEPF	mtor.POS.3	mtor
PATESI	mtor.POS.7	mtor
PATFCY	mtor.NEG.4	mtor
PATFXV	mtor.NEG.2	mtor
PATHVK	mtor.POS.3	mtor
PATINJ	mtor.POS.5	mtor
PANXJL	mtor.NEG.2	mtor
PAPLSD	mtor.NEG.5	mtor
PAPTFZ	mtor.NEG.8	mtor
PAPTLV	mtor.NEG.10	mtor
PAPVRN	mtor.POS.9	mtor
PAKZRH	mtor.POS.9	mtor
PANZRV	mtor.NEG.11	mtor
PAPICY	mtor.NEG.10	mtor
PAPTDH	mtor.NEG.4	mtor
PARFRE	mtor.NEG.9	mtor
PARJVP	mtor.NEG.9	mtor
PARNNC	mtor.NEG.9	mtor
PARZHA	mtor.NEG.6	mtor
PASCFC	mtor.NEG.15	mtor
PASCTR	mtor.POS.7	mtor
PASJZC	mtor.NEG.13	mtor
PASMDM	mtor.NEG.11	mtor
PASNML	mtor.NEG.6	mtor
PASPBZ	mtor.POS.5	mtor
PASUML	mtor.NEG.7	mtor
PASZKE	mtor.NEG.10	mtor
PATAYJ	mtor.NEG.10	mtor
PATGJU	mtor.NEG.3	mtor
PATHKB	mtor.NEG.3	mtor
PASGAP	mtor.POS.10	mtor
PASHFA	mtor.POS.4	mtor
PARBAJ	mtor.NEG.5	mtor
PARHAM	mtor.NEG.1	mtor
PASNPG	mtor.POS.6	mtor
PASYPX	mtor.OUTLIER	mtor
PATYIL	mtor.OUTLIER	mtor
PAUDDK	mtor.POS.9	mtor
PALNVP	mtor.POS.7	mtor
PALXTB	mtor.POS.1	mtor
PAMNLH	mtor.POS.11	mtor
PANNMS	mtor.OUTLIER	mtor
PAPEAV	mtor.POS.9	mtor
PAISNS	mtor.POS.12	mtor
PASNEF	mtor.ZERO	mtor
PASSRN	mtor.NEG.13	mtor
PASWIJ	mtor.NEG.12	mtor
PATDXC	mtor.POS.9	mtor
PALBFW	nfkb.POS.12	nfkb
PALWVJ	nfkb.POS.14	nfkb
PALETP	nfkb.NEG.9	nfkb
PALIIN	nfkb.NEG.4	nfkb
PALKUC	nfkb.POS.13	nfkb
PALUYS	nfkb.NEG.11	nfkb
PALVKK	nfkb.POS.17	nfkb
PAMBMJ	nfkb.NEG.10	nfkb
PALZZV	nfkb.NEG.14	nfkb
PAMEZH	nfkb.NEG.5	nfkb
PAMMXF	nfkb.NEG.5	nfkb
PAMVRA	nfkb.NEG.9	nfkb
PANBJH	nfkb.NEG.14	nfkb
PAMZMG	nfkb.POS.3	nfkb
PANBSP	nfkb.NEG.13	nfkb
PANUKV	nfkb.NEG.12	nfkb
PANYGR	nfkb.NEG.13	nfkb
PAPBGH	nfkb.NEG.9	nfkb
PAPKWN	nfkb.POS.11	nfkb
PAIVHE	nfkb.POS.18	nfkb
PAITEG	nfkb.POS.20	nfkb
PAKYZS	nfkb.POS.16	nfkb
PAITCI	nfkb.POS.6	nfkb
PAPEFE	nfkb.POS.5	nfkb
PAIXIF	nfkb.POS.18	nfkb
PALCBW	nfkb.POS.10	nfkb
PALTEG	nfkb.POS.9	nfkb
PAMYCE	nfkb.POS.11	nfkb
PAMZGT	nfkb.POS.13	nfkb
PANGXK	nfkb.POS.19	nfkb
PANJLH	nfkb.POS.9	nfkb
PANKFE	nfkb.POS.15	nfkb
PANZPV	nfkb.NEG.1	nfkb
PANZVU	nfkb.NEG.8	nfkb
PAPBZI	nfkb.NEG.13	nfkb
PANBMJ	nfkb.POS.13	nfkb
PAPHPE	nfkb.NEG.12	nfkb
PAIPGU	nfkb.POS.7	nfkb
PALEVG	nfkb.NEG.12	nfkb
PANRHJ	nfkb.NEG.6	nfkb
PAPUAR	nfkb.NEG.8	nfkb
PAPUEB	nfkb.NEG.10	nfkb
PAPUNH	nfkb.NEG.9	nfkb
PAPZYP	nfkb.POS.13	nfkb
PARACM	nfkb.POS.11	nfkb
PANRRW	nfkb.POS.4	nfkb
PANLET	nfkb.NEG.13	nfkb
PANRVJ	nfkb.POS.13	nfkb
PANSBN	nfkb.POS.18	nfkb
PANUIF	nfkb.POS.11	nfkb
PANWRR	nfkb.NEG.13	nfkb
PAPBJE	nfkb.POS.14	nfkb
PAPCTS	nfkb.NEG.8	nfkb
PAPKXS	nfkb.NEG.16	nfkb
PAPTAN	nfkb.OUTLIER	nfkb
PAPTCR	nfkb.POS.17	nfkb
PAPUWY	nfkb.POS.8	nfkb
PAPVFD	nfkb.NEG.14	nfkb
PAPVXS	nfkb.POS.14	nfkb
PAPZYZ	nfkb.POS.17	nfkb
PARACS	nfkb.POS.4	nfkb
PARAMT	nfkb.NEG.14	nfkb
PARBGP	nfkb.NEG.12	nfkb
PARDIW	nfkb.NEG.3	nfkb
PARFWB	nfkb.NEG.9	nfkb
PARDCK	nfkb.NEG.6	nfkb
PARGKK	nfkb.NEG.6	nfkb
PARKGJ	nfkb.POS.19	nfkb
PARSBI	nfkb.POS.15	nfkb
PAIFXV	nfkb.POS.17	nfkb
PARVLK	nfkb.NEG.4	nfkb
PARYNK	nfkb.NEG.11	nfkb
PARZIP	nfkb.NEG.12	nfkb
PASEGA	nfkb.NEG.8	nfkb
PASFGG	nfkb.POS.2	nfkb
PASGUT	nfkb.NEG.9	nfkb
PASMJG	nfkb.POS.16	nfkb
